purchase_order_id,order_date,supplier_id,component_id,quantity,received_quantity,defective_quantity,unit_cost_eur,delivery_delay_days,lithium_index,metals_index,industrial_energy_index
PO-003914,2025-04-15,SUP-053,CMP-004,5662,5662,83,71.09,4,93.82,104.91,109.19
PO-000064,2025-04-15,SUP-046,CMP-004,2657,2657,48,75.38,2,93.82,104.91,109.19
PO-004324,2025-04-15,SUP-036,CMP-000,1003,1003,13,31.02,6,93.82,104.91,109.19
PO-004369,2025-04-16,SUP-052,CMP-004,5037,5037,240,75.25,1,93.83,104.89,109.25
PO-003302,2025-04-16,SUP-032,CMP-005,1777,1777,47,116.32,-1,93.83,104.89,109.25
PO-000742,2025-04-16,SUP-039,CMP-004,1266,1266,6,75.65,-1,93.83,104.89,109.25
PO-003718,2025-04-16,SUP-005,CMP-002,4943,4943,69,5.9,4,93.83,104.89,109.25
PO-004394,2025-04-16,SUP-029,CMP-004,5191,5191,103,71.6,-1,93.83,104.89,109.25
PO-002961,2025-04-16,SUP-027,CMP-007,5601,5601,24,44.0,-1,93.83,104.89,109.25
PO-000002,2025-04-17,SUP-000,CMP-005,3956,3956,54,121.01,-1,93.84,104.88,109.32
PO-004715,2025-04-17,SUP-032,CMP-004,5989,5989,58,70.49,0,93.84,104.88,109.32
PO-004429,2025-04-17,SUP-003,CMP-001,2068,2068,73,9.87,1,93.84,104.88,109.32
PO-001895,2025-04-17,SUP-006,CMP-002,2412,2412,22,4.87,1,93.84,104.88,109.32
PO-003541,2025-04-17,SUP-049,CMP-000,4313,4313,48,28.24,2,93.84,104.88,109.32
PO-004704,2025-04-17,SUP-002,CMP-008,1149,1149,23,18.39,1,93.84,104.88,109.32
PO-001563,2025-04-18,SUP-004,CMP-006,4504,4504,106,27.8,5,93.85,104.86,109.38
PO-000448,2025-04-18,SUP-042,CMP-004,4865,4865,42,76.8,4,93.85,104.86,109.38
PO-002717,2025-04-18,SUP-049,CMP-007,964,964,10,43.25,3,93.85,104.86,109.38
PO-000282,2025-04-18,SUP-003,CMP-000,4442,4442,129,31.17,0,93.85,104.86,109.38
PO-001940,2025-04-18,SUP-051,CMP-000,519,519,17,30.97,-2,93.85,104.86,109.38
PO-001603,2025-04-18,SUP-027,CMP-002,2677,2677,6,5.05,5,93.85,104.86,109.38
PO-003755,2025-04-19,SUP-007,CMP-008,5408,5408,28,17.95,7,93.86,104.85,109.44
PO-001436,2025-04-19,SUP-019,CMP-005,2237,2237,16,125.36,1,93.86,104.85,109.44
PO-001650,2025-04-19,SUP-017,CMP-000,1674,1674,12,30.02,1,93.86,104.85,109.44
PO-003506,2025-04-19,SUP-034,CMP-004,5608,5608,15,73.75,1,93.86,104.85,109.44
PO-001354,2025-04-19,SUP-036,CMP-003,4866,4866,44,7.78,0,93.86,104.85,109.44
PO-001632,2025-04-19,SUP-025,CMP-004,4323,4323,87,70.13,5,93.86,104.85,109.44
PO-001318,2025-04-19,SUP-046,CMP-009,5733,5733,182,12.78,1,93.86,104.85,109.44
PO-002797,2025-04-20,SUP-004,CMP-004,5626,5626,149,76.87,-2,93.87,104.83,109.5
PO-003215,2025-04-20,SUP-022,CMP-007,5926,5926,70,42.57,0,93.87,104.83,109.5
PO-003754,2025-04-20,SUP-009,CMP-004,4815,4815,80,73.11,5,93.87,104.83,109.5
PO-000581,2025-04-20,SUP-007,CMP-001,1727,1727,9,9.81,3,93.87,104.83,109.5
PO-002190,2025-04-21,SUP-009,CMP-000,1674,1674,24,28.74,0,93.88,104.81,109.56
PO-002762,2025-04-21,SUP-051,CMP-003,4872,4872,84,7.45,0,93.88,104.81,109.56
PO-002907,2025-04-21,SUP-020,CMP-009,3108,3108,28,13.72,2,93.88,104.81,109.56
PO-004446,2025-04-21,SUP-018,CMP-004,1956,1956,23,75.12,-3,93.88,104.81,109.56
PO-004019,2025-04-21,SUP-047,CMP-004,1777,1777,12,72.84,2,93.88,104.81,109.56
PO-002350,2025-04-22,SUP-013,CMP-005,1815,1815,17,121.89,1,93.9,104.79,109.62
PO-001785,2025-04-22,SUP-027,CMP-008,4235,4235,11,18.26,5,93.9,104.79,109.62
PO-003583,2025-04-22,SUP-002,CMP-004,4552,4552,190,70.54,1,93.9,104.79,109.62
PO-000948,2025-04-22,SUP-037,CMP-009,4254,4254,41,13.02,2,93.9,104.79,109.62
PO-003626,2025-04-22,SUP-015,CMP-004,4677,4677,68,70.75,4,93.9,104.79,109.62
PO-003102,2025-04-22,SUP-045,CMP-009,3008,3008,28,14.0,-3,93.9,104.79,109.62
PO-000139,2025-04-22,SUP-008,CMP-004,2792,2792,45,72.66,4,93.9,104.79,109.62
PO-002193,2025-04-22,SUP-029,CMP-000,5138,5138,56,29.86,-2,93.9,104.79,109.62
PO-001491,2025-04-23,SUP-008,CMP-004,209,209,4,75.22,1,93.91,104.77,109.68
PO-000049,2025-04-23,SUP-034,CMP-004,873,873,6,76.27,-2,93.91,104.77,109.68
PO-003999,2025-04-23,SUP-012,CMP-005,2604,2604,47,120.89,1,93.91,104.77,109.68
PO-000722,2025-04-23,SUP-008,CMP-002,1035,1035,32,5.34,3,93.91,104.77,109.68
PO-003706,2025-04-23,SUP-003,CMP-004,1894,1894,26,72.12,4,93.91,104.77,109.68
PO-004702,2025-04-23,SUP-001,CMP-002,3532,3532,19,4.97,-2,93.91,104.77,109.68
PO-002914,2025-04-23,SUP-037,CMP-007,5442,5442,29,42.5,2,93.91,104.77,109.68
PO-004786,2025-04-24,SUP-015,CMP-007,1837,1837,24,44.11,5,93.92,104.75,109.75
PO-000704,2025-04-24,SUP-018,CMP-009,3433,3433,43,13.05,-1,93.92,104.75,109.75
PO-004296,2025-04-24,SUP-004,CMP-004,2772,2772,81,76.59,1,93.92,104.75,109.75
PO-000671,2025-04-24,SUP-020,CMP-007,5230,5230,20,44.83,1,93.92,104.75,109.75
PO-002751,2025-04-25,SUP-035,CMP-005,2030,2030,17,121.51,2,93.94,104.73,109.81
PO-004390,2025-04-25,SUP-043,CMP-000,1228,1228,24,31.13,11,93.94,104.73,109.81
PO-002021,2025-04-25,SUP-028,CMP-007,2766,2766,105,45.84,3,93.94,104.73,109.81
PO-003257,2025-04-25,SUP-046,CMP-005,4951,4951,47,118.2,0,93.94,104.73,109.81
PO-002802,2025-04-25,SUP-019,CMP-004,185,185,5,75.28,1,93.94,104.73,109.81
PO-000623,2025-04-25,SUP-032,CMP-005,5433,5433,141,121.38,0,93.94,104.73,109.81
PO-004027,2025-04-25,SUP-038,CMP-007,1254,1254,14,43.13,1,93.94,104.73,109.81
PO-003218,2025-04-25,SUP-017,CMP-009,511,511,4,14.17,-4,93.94,104.73,109.81
PO-003221,2025-04-26,SUP-016,CMP-004,3477,3477,59,73.89,9,93.95,104.71,109.87
PO-002713,2025-04-26,SUP-015,CMP-004,4242,4242,56,75.14,6,93.95,104.71,109.87
PO-003245,2025-04-26,SUP-049,CMP-007,2810,2810,38,43.96,-1,93.95,104.71,109.87
PO-003684,2025-04-26,SUP-002,CMP-004,1113,1113,13,73.46,-3,93.95,104.71,109.87
PO-000302,2025-04-27,SUP-009,CMP-000,2250,2250,13,29.97,2,93.97,104.68,109.93
PO-003762,2025-04-27,SUP-029,CMP-001,5117,5117,119,9.54,1,93.97,104.68,109.93
PO-002772,2025-04-27,SUP-018,CMP-004,3710,3710,46,81.19,0,93.97,104.68,109.93
PO-000837,2025-04-28,SUP-050,CMP-005,843,843,4,117.7,0,93.99,104.66,109.99
PO-004145,2025-04-28,SUP-050,CMP-008,4235,4235,40,18.32,1,93.99,104.66,109.99
PO-002650,2025-04-28,SUP-043,CMP-004,4216,4216,81,75.36,4,93.99,104.66,109.99
PO-000394,2025-04-28,SUP-038,CMP-001,5684,5684,61,10.1,-2,93.99,104.66,109.99
PO-004343,2025-04-28,SUP-000,CMP-004,2712,2712,25,72.16,-3,93.99,104.66,109.99
PO-000537,2025-04-29,SUP-000,CMP-009,2565,2565,27,13.5,-2,94.0,104.63,110.05
PO-002698,2025-04-29,SUP-042,CMP-005,4401,4401,19,124.19,1,94.0,104.63,110.05
PO-002948,2025-04-29,SUP-022,CMP-005,3575,3575,41,115.18,0,94.0,104.63,110.05
PO-004101,2025-04-30,SUP-008,CMP-004,3301,3301,42,77.71,1,94.02,104.6,110.11
PO-003153,2025-04-30,SUP-046,CMP-009,376,376,12,15.2,-2,94.02,104.6,110.11
PO-003081,2025-04-30,SUP-045,CMP-005,808,808,3,118.06,-2,94.02,104.6,110.11
PO-002478,2025-04-30,SUP-014,CMP-004,3842,3842,39,69.18,2,94.02,104.6,110.11
PO-004225,2025-04-30,SUP-021,CMP-005,4895,4895,46,118.29,-1,94.02,104.6,110.11
PO-001717,2025-04-30,SUP-051,CMP-007,5820,5820,174,45.14,3,94.02,104.6,110.11
PO-002352,2025-04-30,SUP-042,CMP-002,1188,1188,26,5.36,2,94.02,104.6,110.11
PO-002986,2025-04-30,SUP-028,CMP-000,2381,2381,53,32.05,4,94.02,104.6,110.11
PO-002654,2025-04-30,SUP-052,CMP-000,5246,5246,153,31.51,3,94.02,104.6,110.11
PO-000861,2025-04-30,SUP-036,CMP-005,1817,1817,12,113.97,4,94.02,104.6,110.11
PO-002170,2025-04-30,SUP-024,CMP-009,2283,2283,35,13.1,0,94.02,104.6,110.11
PO-001084,2025-05-01,SUP-025,CMP-005,5370,5370,123,117.58,1,94.04,104.57,110.17
PO-001850,2025-05-01,SUP-032,CMP-008,5981,5981,85,18.15,5,94.04,104.57,110.17
PO-004737,2025-05-01,SUP-017,CMP-004,2042,2042,35,75.09,4,94.04,104.57,110.17
PO-002485,2025-05-01,SUP-034,CMP-004,2176,2176,18,78.17,2,94.04,104.57,110.17
PO-000563,2025-05-01,SUP-037,CMP-004,3822,3822,8,68.76,-1,94.04,104.57,110.17
PO-003115,2025-05-02,SUP-012,CMP-008,2556,2556,51,17.96,-4,94.06,104.55,110.23
PO-003734,2025-05-02,SUP-023,CMP-000,3702,3702,13,29.84,1,94.06,104.55,110.23
PO-000554,2025-05-02,SUP-023,CMP-006,5238,5238,30,28.18,4,94.06,104.55,110.23
PO-002620,2025-05-02,SUP-026,CMP-004,2057,2057,56,75.44,4,94.06,104.55,110.23
PO-003635,2025-05-02,SUP-017,CMP-009,5981,5981,65,13.0,1,94.06,104.55,110.23
PO-003447,2025-05-03,SUP-036,CMP-007,3907,3907,13,45.81,3,94.08,104.52,110.3
PO-002669,2025-05-03,SUP-017,CMP-001,2587,2587,46,10.0,-2,94.08,104.52,110.3
PO-002012,2025-05-03,SUP-042,CMP-000,5835,5835,53,32.36,5,94.08,104.52,110.3
PO-004085,2025-05-03,SUP-048,CMP-000,2672,2672,7,29.98,1,94.08,104.52,110.3
PO-003109,2025-05-03,SUP-034,CMP-000,5452,5452,26,31.22,3,94.08,104.52,110.3
PO-004288,2025-05-03,SUP-033,CMP-008,1638,1638,57,17.63,-1,94.08,104.52,110.3
PO-001243,2025-05-03,SUP-006,CMP-006,1923,1923,27,30.13,1,94.08,104.52,110.3
PO-001658,2025-05-04,SUP-024,CMP-001,605,605,21,10.03,1,94.1,104.48,110.36
PO-003476,2025-05-04,SUP-034,CMP-004,5714,5714,32,75.21,2,94.1,104.48,110.36
PO-003748,2025-05-04,SUP-040,CMP-000,4512,4512,25,32.78,-1,94.1,104.48,110.36
PO-004629,2025-05-04,SUP-001,CMP-006,4876,4876,11,30.31,-1,94.1,104.48,110.36
PO-004201,2025-05-04,SUP-024,CMP-000,5767,5767,151,30.44,2,94.1,104.48,110.36
PO-003161,2025-05-05,SUP-020,CMP-004,5789,5789,28,74.31,0,94.13,104.45,110.42
PO-002264,2025-05-05,SUP-028,CMP-000,402,402,10,30.65,-1,94.13,104.45,110.42
PO-001537,2025-05-06,SUP-003,CMP-007,2998,2998,59,41.84,4,94.15,104.42,110.48
PO-000938,2025-05-06,SUP-023,CMP-003,4650,4650,31,7.42,4,94.15,104.42,110.48
PO-004036,2025-05-06,SUP-030,CMP-000,5437,5437,650,30.8,4,94.15,104.42,110.48
PO-000727,2025-05-06,SUP-009,CMP-002,1350,1350,20,4.79,3,94.15,104.42,110.48
PO-000464,2025-05-06,SUP-044,CMP-003,4350,4350,90,7.47,-4,94.15,104.42,110.48
PO-004325,2025-05-06,SUP-012,CMP-004,5330,5330,48,71.8,-1,94.15,104.42,110.48
PO-003309,2025-05-07,SUP-035,CMP-004,2260,2260,11,71.44,6,94.17,104.38,110.54
PO-000440,2025-05-07,SUP-002,CMP-005,4453,4453,82,117.99,0,94.17,104.38,110.54
PO-003388,2025-05-07,SUP-032,CMP-004,3029,3029,29,73.62,4,94.17,104.38,110.54
PO-000432,2025-05-08,SUP-007,CMP-001,3393,3393,39,9.76,6,94.2,104.35,110.6
PO-003017,2025-05-08,SUP-022,CMP-003,4185,4185,39,7.32,4,94.2,104.35,110.6
PO-001076,2025-05-09,SUP-004,CMP-005,3960,3960,56,116.61,3,94.22,104.31,110.66
PO-001070,2025-05-09,SUP-041,CMP-009,659,659,15,12.47,-1,94.22,104.31,110.66
PO-001260,2025-05-09,SUP-037,CMP-005,5566,5566,13,110.93,0,94.22,104.31,110.66
PO-001647,2025-05-09,SUP-051,CMP-004,2667,2667,27,74.3,1,94.22,104.31,110.66
PO-003710,2025-05-09,SUP-005,CMP-004,2201,2201,65,66.15,0,94.22,104.31,110.66
PO-001728,2025-05-09,SUP-017,CMP-002,5628,5628,39,5.15,0,94.22,104.31,110.66
PO-003095,2025-05-09,SUP-026,CMP-008,4008,4008,62,18.24,2,94.22,104.31,110.66
PO-004172,2025-05-09,SUP-025,CMP-003,4899,4899,146,7.29,1,94.22,104.31,110.66
PO-002239,2025-05-09,SUP-007,CMP-000,1639,1639,31,31.05,2,94.22,104.31,110.66
PO-002571,2025-05-10,SUP-019,CMP-007,2369,2369,28,44.54,0,94.25,104.28,110.72
PO-001558,2025-05-10,SUP-051,CMP-003,1882,1882,40,8.03,-1,94.25,104.28,110.72
PO-000883,2025-05-10,SUP-021,CMP-006,5288,5288,101,30.51,0,94.25,104.28,110.72
PO-000075,2025-05-11,SUP-034,CMP-000,716,716,2,31.47,2,94.27,104.24,110.77
PO-000313,2025-05-11,SUP-053,CMP-004,1914,1914,26,71.03,0,94.27,104.24,110.77
PO-004084,2025-05-11,SUP-023,CMP-000,4161,4161,30,30.71,3,94.27,104.24,110.77
PO-001120,2025-05-11,SUP-039,CMP-009,3264,3264,15,12.61,1,94.27,104.24,110.77
PO-003942,2025-05-11,SUP-052,CMP-004,4816,4816,69,79.45,2,94.27,104.24,110.77
PO-001595,2025-05-11,SUP-029,CMP-004,2002,2002,81,70.97,2,94.27,104.24,110.77
PO-000042,2025-05-11,SUP-017,CMP-004,3465,3465,74,77.39,1,94.27,104.24,110.77
PO-000653,2025-05-12,SUP-006,CMP-002,5056,5056,19,4.92,3,94.3,104.2,110.83
PO-004749,2025-05-12,SUP-031,CMP-003,871,871,12,7.52,0,94.3,104.2,110.83
PO-001132,2025-05-12,SUP-007,CMP-004,4865,4865,30,75.78,6,94.3,104.2,110.83
PO-000179,2025-05-12,SUP-004,CMP-006,1894,1894,35,30.33,-2,94.3,104.2,110.83
PO-000538,2025-05-12,SUP-026,CMP-004,4925,4925,95,74.04,3,94.3,104.2,110.83
PO-004273,2025-05-12,SUP-026,CMP-009,3994,3994,67,13.23,3,94.3,104.2,110.83
PO-002749,2025-05-12,SUP-045,CMP-004,4545,4545,17,72.77,0,94.3,104.2,110.83
PO-001646,2025-05-13,SUP-051,CMP-007,241,241,6,42.49,4,94.32,104.16,110.89
PO-001779,2025-05-13,SUP-037,CMP-004,789,789,1,72.69,0,94.32,104.16,110.89
PO-003488,2025-05-13,SUP-013,CMP-005,2151,2151,33,121.17,4,94.32,104.16,110.89
PO-001125,2025-05-13,SUP-016,CMP-000,3629,3629,72,30.35,0,94.32,104.16,110.89
PO-000691,2025-05-13,SUP-027,CMP-004,4062,4062,21,70.39,4,94.32,104.16,110.89
PO-004470,2025-05-13,SUP-017,CMP-004,2812,2812,53,77.33,3,94.32,104.16,110.89
PO-004097,2025-05-13,SUP-001,CMP-004,3800,3800,24,73.84,1,94.32,104.16,110.89
PO-001278,2025-05-14,SUP-052,CMP-001,3748,3748,57,10.06,-1,94.35,104.12,110.95
PO-000657,2025-05-14,SUP-012,CMP-002,4630,4630,73,5.05,4,94.35,104.12,110.95
PO-003366,2025-05-14,SUP-041,CMP-001,3293,3293,41,9.09,-1,94.35,104.12,110.95
PO-001356,2025-05-14,SUP-035,CMP-000,5003,5003,80,28.57,4,94.35,104.12,110.95
PO-004383,2025-05-14,SUP-002,CMP-002,5942,5942,97,4.94,1,94.35,104.12,110.95
PO-004669,2025-05-15,SUP-044,CMP-000,2209,2209,50,32.12,-1,94.38,104.08,111.01
PO-001783,2025-05-15,SUP-001,CMP-003,2126,2126,8,7.56,-1,94.38,104.08,111.01
PO-001018,2025-05-16,SUP-023,CMP-006,5172,5172,21,28.34,-1,94.41,104.04,111.07
PO-000561,2025-05-16,SUP-053,CMP-000,1613,1613,14,29.69,-2,94.41,104.04,111.07
PO-002708,2025-05-16,SUP-036,CMP-007,3675,3675,24,42.04,1,94.41,104.04,111.07
PO-000834,2025-05-16,SUP-025,CMP-004,1204,1204,32,75.61,2,94.41,104.04,111.07
PO-003655,2025-05-16,SUP-011,CMP-005,2408,2408,33,121.88,0,94.41,104.04,111.07
PO-004674,2025-05-16,SUP-017,CMP-000,3269,3269,32,30.8,6,94.41,104.04,111.07
PO-000168,2025-05-16,SUP-053,CMP-003,2333,2333,41,6.93,0,94.41,104.04,111.07
PO-001604,2025-05-16,SUP-020,CMP-001,550,550,6,9.56,0,94.41,104.04,111.07
PO-000600,2025-05-16,SUP-015,CMP-009,4186,4186,55,13.34,10,94.41,104.04,111.07
PO-001054,2025-05-16,SUP-033,CMP-001,2341,2341,67,10.0,-3,94.41,104.04,111.07
PO-003450,2025-05-16,SUP-004,CMP-004,5044,5044,49,72.36,1,94.41,104.04,111.07
PO-000992,2025-05-17,SUP-038,CMP-001,1455,1455,15,9.7,3,94.44,104.0,111.12
PO-004272,2025-05-17,SUP-009,CMP-001,4450,4450,40,9.65,4,94.44,104.0,111.12
PO-003047,2025-05-17,SUP-009,CMP-006,3255,3255,91,29.52,5,94.44,104.0,111.12
PO-002394,2025-05-18,SUP-037,CMP-004,5441,5441,14,70.83,0,94.47,103.96,111.18
PO-001974,2025-05-18,SUP-012,CMP-003,5489,5489,66,7.29,0,94.47,103.96,111.18
PO-003296,2025-05-18,SUP-011,CMP-004,5806,5806,92,76.47,-2,94.47,103.96,111.18
PO-000866,2025-05-19,SUP-045,CMP-000,4338,4338,17,31.23,3,94.5,103.91,111.24
PO-003662,2025-05-19,SUP-035,CMP-008,1135,1135,5,18.63,5,94.5,103.91,111.24
PO-004423,2025-05-19,SUP-019,CMP-005,3978,3978,132,120.03,1,94.5,103.91,111.24
PO-003108,2025-05-19,SUP-029,CMP-004,1721,1721,19,66.68,2,94.5,103.91,111.24
PO-004040,2025-05-19,SUP-042,CMP-005,4453,4453,102,125.01,1,94.5,103.91,111.24
PO-002747,2025-05-19,SUP-021,CMP-000,5866,5866,44,31.59,2,94.5,103.91,111.24
PO-004559,2025-05-19,SUP-053,CMP-005,1978,1978,11,130.48,3,94.5,103.91,111.24
PO-002407,2025-05-19,SUP-023,CMP-001,4961,4961,54,10.59,4,94.5,103.91,111.24
PO-001438,2025-05-20,SUP-040,CMP-004,5258,5258,10,73.44,2,94.53,103.87,111.29
PO-004151,2025-05-20,SUP-012,CMP-007,453,453,9,42.39,1,94.53,103.87,111.29
PO-003586,2025-05-21,SUP-047,CMP-004,451,451,3,68.12,6,94.56,103.83,111.35
PO-002731,2025-05-21,SUP-013,CMP-009,3142,3142,95,13.19,8,94.56,103.83,111.35
PO-004632,2025-05-21,SUP-020,CMP-001,5348,5348,41,9.43,7,94.56,103.83,111.35
PO-004177,2025-05-22,SUP-007,CMP-001,4006,4006,27,9.49,-2,94.6,103.78,111.41
PO-004370,2025-05-22,SUP-015,CMP-001,3910,3910,55,9.29,8,94.6,103.78,111.41
PO-004063,2025-05-22,SUP-030,CMP-000,1648,1648,23,29.47,4,94.6,103.78,111.41
PO-003234,2025-05-22,SUP-027,CMP-006,5207,5207,14,28.82,4,94.6,103.78,111.41
PO-001668,2025-05-22,SUP-040,CMP-000,3243,3243,17,30.52,-2,94.6,103.78,111.41
PO-004726,2025-05-23,SUP-047,CMP-005,4844,4844,23,119.59,1,94.63,103.73,111.46
PO-001998,2025-05-23,SUP-028,CMP-000,4145,4145,88,32.06,1,94.63,103.73,111.46
PO-000765,2025-05-23,SUP-038,CMP-003,324,324,3,7.56,1,94.63,103.73,111.46
PO-001753,2025-05-23,SUP-038,CMP-000,3670,3670,66,31.94,0,94.63,103.73,111.46
PO-004555,2025-05-23,SUP-015,CMP-004,1392,1392,15,78.64,4,94.63,103.73,111.46
PO-002126,2025-05-23,SUP-013,CMP-006,3348,3348,40,28.2,-1,94.63,103.73,111.46
PO-000652,2025-05-24,SUP-045,CMP-004,698,698,2,77.49,-2,94.66,103.69,111.52
PO-001407,2025-05-24,SUP-052,CMP-003,4428,4428,144,7.63,2,94.66,103.69,111.52
PO-002726,2025-05-24,SUP-047,CMP-001,4694,4694,33,9.77,3,94.66,103.69,111.52
PO-001157,2025-05-24,SUP-002,CMP-005,3107,3107,168,113.69,-4,94.66,103.69,111.52
PO-000823,2025-05-25,SUP-046,CMP-003,2259,2259,34,7.23,5,94.7,103.64,111.57
PO-000200,2025-05-25,SUP-049,CMP-005,3070,3070,45,114.03,1,94.7,103.64,111.57
PO-000684,2025-05-25,SUP-001,CMP-009,3778,3778,32,13.31,-1,94.7,103.64,111.57
PO-001124,2025-05-25,SUP-030,CMP-004,665,665,6,76.65,5,94.7,103.64,111.57
PO-001216,2025-05-25,SUP-025,CMP-004,5382,5382,53,72.4,-1,94.7,103.64,111.57
PO-003514,2025-05-25,SUP-019,CMP-001,738,738,10,9.47,3,94.7,103.64,111.57
PO-003231,2025-05-26,SUP-025,CMP-006,768,768,12,29.42,1,94.73,103.59,111.62
PO-002875,2025-05-26,SUP-021,CMP-006,920,920,8,28.22,-1,94.73,103.59,111.62
PO-003512,2025-05-26,SUP-015,CMP-004,5339,5339,115,75.85,8,94.73,103.59,111.62
PO-000252,2025-05-27,SUP-017,CMP-005,1408,1408,26,119.87,0,94.77,103.54,111.68
PO-000517,2025-05-27,SUP-031,CMP-002,1273,1273,38,5.22,0,94.77,103.54,111.68
PO-003992,2025-05-27,SUP-026,CMP-000,3939,3939,40,30.73,-1,94.77,103.54,111.68
PO-001931,2025-05-27,SUP-036,CMP-001,2918,2918,13,9.69,6,94.77,103.54,111.68
PO-002200,2025-05-27,SUP-033,CMP-007,417,417,12,42.71,2,94.77,103.54,111.68
PO-001224,2025-05-28,SUP-019,CMP-009,5684,5684,46,13.64,-1,94.8,103.5,111.73
PO-002533,2025-05-28,SUP-053,CMP-004,3374,3374,49,68.67,2,94.8,103.5,111.73
PO-000449,2025-05-28,SUP-046,CMP-005,480,480,4,116.41,3,94.8,103.5,111.73
PO-002318,2025-05-28,SUP-038,CMP-004,1408,1408,22,69.16,3,94.8,103.5,111.73
PO-000438,2025-05-29,SUP-036,CMP-006,1489,1489,7,29.16,5,94.84,103.45,111.78
PO-003171,2025-05-29,SUP-017,CMP-004,3635,3635,81,71.8,1,94.84,103.45,111.78
PO-000841,2025-05-29,SUP-020,CMP-005,1984,1984,13,115.91,1,94.84,103.45,111.78
PO-002152,2025-05-30,SUP-042,CMP-001,3541,3541,54,9.95,3,94.87,103.4,111.83
PO-002414,2025-05-30,SUP-017,CMP-004,3295,3295,128,79.68,0,94.87,103.4,111.83
PO-003661,2025-05-30,SUP-036,CMP-001,635,635,3,10.73,1,94.87,103.4,111.83
PO-001651,2025-05-30,SUP-014,CMP-004,2926,2926,13,74.67,4,94.87,103.4,111.83
PO-000095,2025-05-31,SUP-051,CMP-000,390,390,6,30.88,-3,94.91,103.35,111.89
PO-003466,2025-05-31,SUP-047,CMP-003,1518,1518,6,7.23,4,94.91,103.35,111.89
PO-001879,2025-05-31,SUP-034,CMP-006,5193,5193,13,27.77,5,94.91,103.35,111.89
PO-003795,2025-05-31,SUP-019,CMP-009,2466,2466,35,12.48,2,94.91,103.35,111.89
PO-003592,2025-05-31,SUP-021,CMP-000,2428,2428,23,29.59,3,94.91,103.35,111.89
PO-003248,2025-05-31,SUP-041,CMP-000,2174,2174,36,29.44,2,94.91,103.35,111.89
PO-000803,2025-06-01,SUP-034,CMP-004,5362,5362,27,75.13,6,94.95,103.3,111.94
PO-003791,2025-06-01,SUP-004,CMP-004,1731,1731,34,73.31,2,94.95,103.3,111.94
PO-003035,2025-06-01,SUP-040,CMP-008,248,248,1,18.26,5,94.95,103.3,111.94
PO-002232,2025-06-01,SUP-029,CMP-004,4644,4644,65,74.83,4,94.95,103.3,111.94
PO-001450,2025-06-01,SUP-004,CMP-000,2675,2675,56,30.06,1,94.95,103.3,111.94
PO-000289,2025-06-01,SUP-027,CMP-006,3833,3833,17,29.19,6,94.95,103.3,111.94
PO-002219,2025-06-01,SUP-010,CMP-000,2410,2410,9,30.93,2,94.95,103.3,111.94
PO-001562,2025-06-01,SUP-028,CMP-001,4438,4438,62,10.2,3,94.95,103.3,111.94
PO-001507,2025-06-02,SUP-004,CMP-000,2367,2367,61,31.32,-4,94.99,103.25,111.99
PO-003863,2025-06-02,SUP-050,CMP-004,2478,2478,29,72.89,-3,94.99,103.25,111.99
PO-004073,2025-06-02,SUP-003,CMP-003,1114,1114,20,7.59,4,94.99,103.25,111.99
PO-000617,2025-06-02,SUP-012,CMP-007,5395,5395,138,44.15,-3,94.99,103.25,111.99
PO-002003,2025-06-03,SUP-045,CMP-007,3658,3658,32,41.86,-1,95.02,103.19,112.04
PO-000701,2025-06-03,SUP-047,CMP-008,3426,3426,9,18.54,2,95.02,103.19,112.04
PO-000798,2025-06-03,SUP-006,CMP-004,2193,2193,40,78.84,0,95.02,103.19,112.04
PO-000229,2025-06-04,SUP-039,CMP-004,1441,1441,21,73.16,5,95.06,103.14,112.09
PO-003206,2025-06-04,SUP-016,CMP-000,242,242,5,31.41,1,95.06,103.14,112.09
PO-001954,2025-06-04,SUP-048,CMP-004,4731,4731,29,73.65,0,95.06,103.14,112.09
PO-004256,2025-06-04,SUP-030,CMP-000,1041,1041,7,28.67,2,95.06,103.14,112.09
PO-004562,2025-06-04,SUP-021,CMP-004,4764,4764,125,72.8,1,95.06,103.14,112.09
PO-003705,2025-06-04,SUP-043,CMP-000,2219,2219,9,32.96,1,95.06,103.14,112.09
PO-000130,2025-06-05,SUP-047,CMP-004,3116,3116,8,71.21,1,95.1,103.09,112.14
PO-000260,2025-06-05,SUP-043,CMP-004,5582,5582,50,73.12,6,95.1,103.09,112.14
PO-003281,2025-06-05,SUP-024,CMP-001,4509,4509,90,10.13,-4,95.1,103.09,112.14
PO-001377,2025-06-05,SUP-047,CMP-000,5304,5304,34,30.34,1,95.1,103.09,112.14
PO-002453,2025-06-05,SUP-046,CMP-009,3711,3711,85,13.3,3,95.1,103.09,112.14
PO-003845,2025-06-06,SUP-041,CMP-000,5894,5894,183,28.76,-1,95.14,103.04,112.18
PO-001110,2025-06-07,SUP-036,CMP-004,1612,1612,25,72.91,4,95.18,102.99,112.23
PO-002105,2025-06-07,SUP-004,CMP-004,1200,1200,40,74.08,4,95.18,102.99,112.23
PO-000416,2025-06-07,SUP-041,CMP-003,4738,4738,69,7.28,-1,95.18,102.99,112.23
PO-000631,2025-06-08,SUP-007,CMP-002,3353,3353,13,4.76,1,95.22,102.93,112.28
PO-001341,2025-06-08,SUP-031,CMP-001,4451,4451,69,8.71,-4,95.22,102.93,112.28
