purchase_order_id,order_date,supplier_id,component_id,quantity,received_quantity,defective_quantity,unit_cost_eur,delivery_delay_days,lithium_index,metals_index,industrial_energy_index,supplier_name,country,country_risk,contract_tier,component,commodity_family,standard_unit_cost_eur,commodity_exposure,energy_exposure,actual_spend_eur,standard_spend_eur,ppv_eur,price_variance_pct,defect_rate,on_time,month,anomaly_score,is_anomaly,anomaly_reason
PO-004103,2025-02-25,SUP-020,CMP-002,2194,2194,31,4.91,3,94.4,104.05,106.57,Supplier A21,KR,21,Preferred,Cell casing,Aluminium,4.8,0.22,0.2,10772.54,10531.199999999999,241.34000000000196,2.2916666666666696,0.014129443938012761,False,2025-02,0.3953,False,Multivariate exception
PO-003138,2025-02-26,SUP-036,CMP-005,4204,4204,47,115.36,1,94.37,104.1,106.61,Supplier B11,DE,12,Strategic,Battery management system,Electronics,118.0,0.08,0.09,484973.44,496072.0,-11098.559999999998,-2.2372881355932184,0.011179828734538535,True,2025-02,0.0,False,Multivariate exception
PO-003351,2025-02-26,SUP-006,CMP-006,4508,4508,53,28.33,2,94.37,104.1,106.61,Supplier A07,CN,42,Preferred,Thermal management plate,Aluminium,28.0,0.16,0.24,127711.64,126224.0,1487.6399999999994,1.1785714285714288,0.011756876663708962,True,2025-02,0.1908,False,Multivariate exception
PO-002980,2025-02-26,SUP-012,CMP-004,3031,3031,19,73.02,0,94.37,104.1,106.61,Supplier A13,HU,24,Strategic,Battery cell,Multi-material,74.0,0.52,0.18,221323.62,224294.0,-2970.3800000000047,-1.324324324324333,0.006268558231606731,True,2025-02,0.0,False,Multivariate exception
PO-001180,2025-02-26,SUP-003,CMP-001,2068,2068,39,9.77,-3,94.37,104.1,106.61,Supplier A04,KR,21,Approved,Anode graphite,Graphite,9.4,0.47,0.13,20204.36,19439.2,765.1599999999999,3.936170212765955,0.018858800773694392,True,2025-02,0.4519,False,Multivariate exception
PO-001261,2025-02-26,SUP-032,CMP-003,4320,4320,67,7.12,1,94.37,104.1,106.61,Supplier B07,CZ,17,Preferred,Copper busbar,Copper,7.2,0.4,0.11,30758.4,31104.0,-345.59999999999854,-1.1111111111111072,0.015509259259259259,True,2025-02,0.1893,False,Multivariate exception
PO-002891,2025-02-27,SUP-009,CMP-004,189,189,6,76.51,0,94.34,104.15,106.65,Supplier A10,CN,42,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,14460.390000000001,13986.0,474.39000000000124,3.391891891891907,0.031746031746031744,True,2025-02,1.2105,False,Multivariate exception
PO-000291,2025-02-27,SUP-053,CMP-007,5878,5878,81,43.19,1,94.34,104.15,106.65,Supplier C02,CZ,17,Preferred,Module housing,Aluminium,42.0,0.18,0.26,253870.81999999998,246876.0,6994.819999999978,2.833333333333332,0.013780197346036067,True,2025-02,0.1062,False,Multivariate exception
PO-004401,2025-02-27,SUP-027,CMP-007,5562,5562,11,42.68,4,94.34,104.15,106.65,Supplier B02,CZ,17,Preferred,Module housing,Aluminium,42.0,0.18,0.26,237386.16,233604.0,3782.1600000000035,1.6190476190476089,0.001977705861201007,False,2025-02,0.5723,False,Multivariate exception
PO-003051,2025-02-27,SUP-044,CMP-000,622,622,8,29.86,0,94.34,104.15,106.65,Supplier B19,DE,12,Approved,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,18572.92,19282.0,-709.0800000000017,-3.677419354838707,0.012861736334405145,True,2025-02,0.0242,False,Multivariate exception
PO-000194,2025-02-27,SUP-039,CMP-004,1248,1248,4,71.28,1,94.34,104.15,106.65,Supplier B14,PT,15,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,88957.44,92352.0,-3394.5599999999977,-3.6756756756756714,0.003205128205128205,True,2025-02,0.0,False,Multivariate exception
PO-002122,2025-02-28,SUP-037,CMP-008,379,379,2,18.0,2,94.31,104.19,106.7,Supplier B12,CZ,17,Preferred,High-voltage connector,Copper/Electronics,18.0,0.18,0.1,6822.0,6822.0,0.0,0.0,0.005277044854881266,True,2025-02,0.1908,False,Multivariate exception
PO-000529,2025-02-28,SUP-049,CMP-006,1345,1345,28,28.71,1,94.31,104.19,106.7,Supplier B24,FI,9,Preferred,Thermal management plate,Aluminium,28.0,0.16,0.24,38614.950000000004,37660.0,954.9500000000044,2.5357142857142856,0.020817843866171002,True,2025-02,0.5213,False,Multivariate exception
PO-004742,2025-02-28,SUP-014,CMP-006,5194,5194,36,29.43,-2,94.31,104.19,106.7,Supplier A15,DE,12,Strategic,Thermal management plate,Aluminium,28.0,0.16,0.24,152859.42,145432.0,7427.420000000013,5.107142857142866,0.006931074316519061,True,2025-02,0.3679,False,Multivariate exception
PO-002744,2025-02-28,SUP-002,CMP-004,2017,2017,57,70.93,4,94.31,104.19,106.7,Supplier A03,PL,19,Strategic,Battery cell,Multi-material,74.0,0.52,0.18,143065.81000000003,149258.0,-6192.189999999973,-4.148648648648634,0.02825979176995538,False,2025-02,1.1389,False,Multivariate exception
PO-001594,2025-02-28,SUP-042,CMP-000,5378,5378,140,30.68,3,94.31,104.19,106.7,Supplier B17,DE,12,Approved,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,164997.04,166718.0,-1720.9599999999919,-1.0322580645161339,0.026031982149497954,False,2025-02,0.9278,False,Multivariate exception
PO-000427,2025-02-28,SUP-044,CMP-004,2661,2661,50,74.24,1,94.31,104.19,106.7,Supplier B19,DE,12,Approved,Battery cell,Multi-material,74.0,0.52,0.18,197552.63999999998,196914.0,638.6399999999849,0.324324324324321,0.018789928598271326,True,2025-02,0.394,False,Multivariate exception
PO-001677,2025-02-28,SUP-050,CMP-006,1387,1387,35,28.86,-2,94.31,104.19,106.7,Supplier B25,CZ,17,Strategic,Thermal management plate,Aluminium,28.0,0.16,0.24,40028.82,38836.0,1192.8199999999997,3.0714285714285694,0.025234318673395817,True,2025-02,0.8022,False,Multivariate exception
PO-002447,2025-03-01,SUP-036,CMP-004,3193,3193,21,74.06,-1,94.28,104.23,106.74,Supplier B11,DE,12,Strategic,Battery cell,Multi-material,74.0,0.52,0.18,236473.58000000002,236282.0,191.5800000000163,0.08108108108109136,0.0065768869401816475,True,2025-03,0.0,False,Multivariate exception
PO-001066,2025-03-01,SUP-015,CMP-000,3949,3949,64,29.77,9,94.28,104.23,106.74,Supplier A16,DE,12,Approved,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,117561.73,122419.0,-4857.270000000004,-3.9677419354838706,0.016206634591035704,False,2025-03,1.5439,False,Late delivery
PO-003375,2025-03-01,SUP-036,CMP-004,1564,1564,19,73.36,2,94.28,104.23,106.74,Supplier B11,DE,12,Strategic,Battery cell,Multi-material,74.0,0.52,0.18,114735.04,115736.0,-1000.9600000000064,-0.8648648648648671,0.012148337595907928,True,2025-03,0.1908,False,Multivariate exception
PO-004317,2025-03-01,SUP-019,CMP-007,2162,2162,99,41.04,3,94.28,104.23,106.74,Supplier A20,DE,12,Approved,Module housing,Aluminium,42.0,0.18,0.26,88728.48,90804.0,-2075.520000000004,-2.285714285714291,0.04579093432007401,False,2025-03,2.113,False,High defect rate
PO-000900,2025-03-01,SUP-017,CMP-007,1651,1651,31,45.05,1,94.28,104.23,106.74,Supplier A18,PL,19,Approved,Module housing,Aluminium,42.0,0.18,0.26,74377.54999999999,69342.0,5035.549999999988,7.261904761904758,0.01877649909145972,True,2025-03,0.7614,False,Multivariate exception
PO-004692,2025-03-01,SUP-003,CMP-007,4612,4612,81,43.59,3,94.28,104.23,106.74,Supplier A04,KR,21,Approved,Module housing,Aluminium,42.0,0.18,0.26,201037.08000000002,193704.0,7333.080000000016,3.7857142857143034,0.01756287944492628,False,2025-03,0.5328,False,Multivariate exception
PO-000585,2025-03-01,SUP-049,CMP-009,1675,1675,36,12.77,6,94.28,104.23,106.74,Supplier B24,FI,9,Preferred,Pack seal & insulation,Polymers,13.0,0.06,0.14,21389.75,21775.0,-385.25,-1.7692307692307674,0.021492537313432834,False,2025-03,1.1074,False,Multivariate exception
PO-001738,2025-03-02,SUP-036,CMP-004,542,542,1,72.44,6,94.25,104.27,106.78,Supplier B11,DE,12,Strategic,Battery cell,Multi-material,74.0,0.52,0.18,39262.479999999996,40108.0,-845.5200000000041,-2.108108108108109,0.0018450184501845018,False,2025-03,0.9539,False,Multivariate exception
PO-003728,2025-03-02,SUP-022,CMP-000,5081,5081,37,29.62,-1,94.25,104.27,106.78,Supplier A23,DE,12,Preferred,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,150499.22,157511.0,-7011.779999999999,-4.451612903225799,0.007282031096240898,True,2025-03,0.0,False,Multivariate exception
PO-002684,2025-03-02,SUP-032,CMP-004,4190,4190,65,72.92,4,94.25,104.27,106.78,Supplier B07,CZ,17,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,305534.8,310060.0,-4525.200000000012,-1.4594594594594557,0.015513126491646777,False,2025-03,0.6029,False,Multivariate exception
PO-002174,2025-03-02,SUP-023,CMP-009,5069,5069,30,13.33,1,94.25,104.27,106.78,Supplier A24,DE,12,Approved,Pack seal & insulation,Polymers,13.0,0.06,0.14,67569.77,65897.0,1672.770000000004,2.538461538461534,0.005918327086210298,True,2025-03,0.0293,False,Multivariate exception
PO-004032,2025-03-02,SUP-016,CMP-007,3120,3120,38,44.53,4,94.25,104.27,106.78,Supplier A17,CN,42,Preferred,Module housing,Aluminium,42.0,0.18,0.26,138933.6,131040.0,7893.600000000006,6.02380952380952,0.01217948717948718,False,2025-03,0.7526,False,Multivariate exception
PO-001517,2025-03-02,SUP-030,CMP-004,1296,1296,13,74.58,1,94.25,104.27,106.78,Supplier B05,CZ,17,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,96655.68,95904.0,751.679999999993,0.7837837837837869,0.010030864197530864,True,2025-03,0.0,False,Multivariate exception
PO-004712,2025-03-03,SUP-019,CMP-004,2246,2246,29,72.19,0,94.22,104.31,106.83,Supplier A20,DE,12,Approved,Battery cell,Multi-material,74.0,0.52,0.18,162138.74,166204.0,-4065.2600000000093,-2.4459459459459487,0.012911843276936777,True,2025-03,0.0273,False,Multivariate exception
PO-003981,2025-03-03,SUP-019,CMP-009,3323,3323,27,12.75,1,94.22,104.31,106.83,Supplier A20,DE,12,Approved,Pack seal & insulation,Polymers,13.0,0.06,0.14,42368.25,43199.0,-830.75,-1.9230769230769273,0.008125188083057478,True,2025-03,0.0,False,Multivariate exception
PO-002553,2025-03-03,SUP-044,CMP-007,4548,4548,104,43.92,-1,94.22,104.31,106.83,Supplier B19,DE,12,Approved,Module housing,Aluminium,42.0,0.18,0.26,199748.16,191016.0,8732.160000000003,4.571428571428582,0.022867194371152155,True,2025-03,0.7132,False,Multivariate exception
PO-002018,2025-03-03,SUP-008,CMP-007,2647,2647,26,43.5,0,94.22,104.31,106.83,Supplier A09,CN,42,Preferred,Module housing,Aluminium,42.0,0.18,0.26,115144.5,111174.0,3970.5,3.571428571428581,0.009822440498677748,True,2025-03,0.1655,False,Multivariate exception
PO-004014,2025-03-03,SUP-045,CMP-004,3555,3555,14,73.31,4,94.22,104.31,106.83,Supplier B20,DE,12,Approved,Battery cell,Multi-material,74.0,0.52,0.18,260617.05000000002,263070.0,-2452.9499999999825,-0.9324324324324285,0.003938115330520394,False,2025-03,0.5723,False,Multivariate exception
PO-003792,2025-03-03,SUP-013,CMP-002,2704,2704,22,5.05,-1,94.22,104.31,106.83,Supplier A14,CN,42,Approved,Cell casing,Aluminium,4.8,0.22,0.2,13655.199999999999,12979.199999999999,676.0,5.208333333333326,0.008136094674556213,True,2025-03,0.3813,False,Multivariate exception
PO-004630,2025-03-03,SUP-015,CMP-004,1168,1168,36,75.88,9,94.22,104.31,106.83,Supplier A16,DE,12,Approved,Battery cell,Multi-material,74.0,0.52,0.18,88627.84,86432.0,2195.8399999999965,2.540540540540537,0.030821917808219176,False,2025-03,1.9079,False,Late delivery
PO-003727,2025-03-03,SUP-024,CMP-007,5510,5510,197,40.31,0,94.22,104.31,106.83,Supplier A25,PT,15,Strategic,Module housing,Aluminium,42.0,0.18,0.26,222108.1,231420.0,-9311.899999999994,-4.023809523809518,0.03575317604355717,True,2025-03,1.4521,False,Multivariate exception
PO-002461,2025-03-03,SUP-052,CMP-005,2464,2464,33,123.69,3,94.22,104.31,106.83,Supplier C01,DE,12,Approved,Battery management system,Electronics,118.0,0.08,0.09,304772.16,290752.0,14020.159999999974,4.822033898305089,0.013392857142857142,False,2025-03,0.5079,False,Multivariate exception
PO-001470,2025-03-04,SUP-017,CMP-005,3474,3474,35,117.66,-2,94.2,104.35,106.87,Supplier A18,PL,19,Approved,Battery management system,Electronics,118.0,0.08,0.09,408750.83999999997,409932.0,-1181.1600000000326,-0.28813559322034,0.010074841681059297,True,2025-03,0.0,False,Multivariate exception
PO-001848,2025-03-04,SUP-033,CMP-004,4056,4056,64,76.11,2,94.2,104.35,106.87,Supplier B08,KR,21,Approved,Battery cell,Multi-material,74.0,0.52,0.18,308702.16,300144.0,8558.159999999974,2.85135135135135,0.015779092702169626,True,2025-03,0.2896,False,Multivariate exception
PO-003702,2025-03-04,SUP-002,CMP-001,5960,5960,219,9.9,2,94.2,104.35,106.87,Supplier A03,PL,19,Strategic,Anode graphite,Graphite,9.4,0.47,0.13,59004.0,56024.0,2980.0,5.319148936170204,0.03674496644295302,True,2025-03,1.5765,False,Multivariate exception
PO-003226,2025-03-04,SUP-003,CMP-004,2874,2874,54,76.97,2,94.2,104.35,106.87,Supplier A04,KR,21,Approved,Battery cell,Multi-material,74.0,0.52,0.18,221211.78,212676.0,8535.779999999999,4.013513513513511,0.018789144050104383,True,2025-03,0.4916,False,Multivariate exception
PO-001173,2025-03-04,SUP-012,CMP-004,4632,4632,157,73.36,-2,94.2,104.35,106.87,Supplier A13,HU,24,Strategic,Battery cell,Multi-material,74.0,0.52,0.18,339803.52,342768.0,-2964.4799999999814,-0.8648648648648671,0.03389464594127806,True,2025-03,1.3362,False,Multivariate exception
PO-000680,2025-03-04,SUP-016,CMP-007,3247,3247,57,45.22,0,94.2,104.35,106.87,Supplier A17,CN,42,Preferred,Module housing,Aluminium,42.0,0.18,0.26,146829.34,136374.0,10455.339999999997,7.666666666666666,0.01755466584539575,True,2025-03,0.7733,False,Multivariate exception
PO-000399,2025-03-04,SUP-026,CMP-004,3770,3770,109,80.8,3,94.2,104.35,106.87,Supplier B01,DE,12,Approved,Battery cell,Multi-material,74.0,0.52,0.18,304616.0,278980.0,25636.0,9.189189189189184,0.028912466843501326,False,2025-03,1.4206,False,Multivariate exception
PO-002502,2025-03-04,SUP-027,CMP-001,3942,3942,26,9.68,1,94.2,104.35,106.87,Supplier B02,CZ,17,Preferred,Anode graphite,Graphite,9.4,0.47,0.13,38158.56,37054.8,1103.7599999999948,2.9787234042553123,0.006595636732623034,True,2025-03,0.0874,False,Multivariate exception
PO-002955,2025-03-04,SUP-053,CMP-000,5437,5437,109,30.86,-3,94.2,104.35,106.87,Supplier C02,CZ,17,Preferred,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,167785.82,168547.0,-761.179999999993,-0.4516129032258065,0.02004782048924039,True,2025-03,0.4724,False,Multivariate exception
PO-001391,2025-03-05,SUP-052,CMP-007,3554,3554,68,45.07,20,94.17,104.39,106.92,Supplier C01,DE,12,Approved,Module housing,Aluminium,42.0,0.18,0.26,160178.78,149268.0,10910.779999999999,7.30952380952381,0.019133370849746763,False,2025-03,3.7074,True,Late delivery
PO-003739,2025-03-05,SUP-032,CMP-000,3759,3759,30,29.33,7,94.17,104.39,106.92,Supplier B07,CZ,17,Preferred,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,110251.46999999999,116529.0,-6277.530000000013,-5.387096774193556,0.007980845969672785,False,2025-03,1.1447,False,Late delivery
PO-001104,2025-03-05,SUP-022,CMP-000,5990,5990,65,31.22,0,94.17,104.39,106.92,Supplier A23,DE,12,Preferred,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,187007.8,185690.0,1317.7999999999884,0.7096774193548372,0.010851419031719533,True,2025-03,0.0,False,Multivariate exception
PO-004541,2025-03-05,SUP-033,CMP-007,5286,5286,120,45.15,1,94.17,104.39,106.92,Supplier B08,KR,21,Approved,Module housing,Aluminium,42.0,0.18,0.26,238662.9,222012.0,16650.899999999994,7.499999999999996,0.022701475595913734,True,2025-03,0.9349,False,Multivariate exception
PO-000256,2025-03-05,SUP-007,CMP-002,5735,5735,52,5.0,8,94.17,104.39,106.92,Supplier A08,DE,12,Strategic,Cell casing,Aluminium,4.8,0.22,0.2,28675.0,27528.0,1147.0,4.166666666666674,0.009067131647776809,False,2025-03,1.3575,False,Late delivery
PO-000152,2025-03-05,SUP-015,CMP-007,3660,3660,973,43.42,3,94.17,104.39,106.92,Supplier A16,DE,12,Approved,Module housing,Aluminium,42.0,0.18,0.26,158917.2,153720.0,5197.200000000012,3.3809523809523956,0.26584699453551913,False,2025-03,15.8104,True,High defect rate
PO-001846,2025-03-06,SUP-042,CMP-006,2420,2420,31,28.7,0,94.14,104.43,106.97,Supplier B17,DE,12,Approved,Thermal management plate,Aluminium,28.0,0.16,0.24,69454.0,67760.0,1694.0,2.499999999999991,0.0128099173553719,True,2025-03,0.032,False,Multivariate exception
PO-000888,2025-03-06,SUP-016,CMP-009,2047,2047,30,13.0,2,94.14,104.43,106.97,Supplier A17,CN,42,Preferred,Pack seal & insulation,Polymers,13.0,0.06,0.14,26611.0,26611.0,0.0,0.0,0.014655593551538837,True,2025-03,0.2343,False,Multivariate exception
PO-001130,2025-03-06,SUP-006,CMP-000,1623,1623,23,31.12,3,94.14,104.43,106.97,Supplier A07,CN,42,Preferred,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,50507.76,50313.0,194.76000000000204,0.3870967741935516,0.014171287738755391,False,2025-03,0.396,False,Multivariate exception
PO-004709,2025-03-06,SUP-034,CMP-005,4386,4386,12,114.22,0,94.14,104.43,106.97,Supplier B09,CN,42,Preferred,Battery management system,Electronics,118.0,0.08,0.09,500968.92,517548.0,-16579.080000000016,-3.203389830508474,0.0027359781121751026,True,2025-03,0.0,False,Multivariate exception
PO-003145,2025-03-06,SUP-053,CMP-002,1067,1067,32,5.01,-2,94.14,104.43,106.97,Supplier C02,CZ,17,Preferred,Cell casing,Aluminium,4.8,0.22,0.2,5345.67,5121.599999999999,224.07000000000062,4.374999999999996,0.02999062792877226,True,2025-03,1.1259,False,Multivariate exception
PO-001034,2025-03-07,SUP-040,CMP-001,3988,3988,15,9.66,-1,94.12,104.46,107.01,Supplier B15,KR,21,Preferred,Anode graphite,Graphite,9.4,0.47,0.13,38524.08,37487.200000000004,1036.8799999999974,2.765957446808498,0.003761283851554664,True,2025-03,0.0593,False,Multivariate exception
PO-000970,2025-03-07,SUP-015,CMP-000,3874,3874,128,29.56,4,94.12,104.46,107.01,Supplier A16,DE,12,Approved,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,114515.43999999999,120094.0,-5578.560000000012,-4.645161290322585,0.03304078471863707,False,2025-03,1.4048,False,Multivariate exception
PO-001324,2025-03-07,SUP-031,CMP-000,5499,5499,37,29.82,1,94.12,104.46,107.01,Supplier B06,CZ,17,Approved,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,163980.18,170469.0,-6488.820000000007,-3.8064516129032278,0.006728496090198217,True,2025-03,0.0,False,Multivariate exception
PO-001789,2025-03-07,SUP-003,CMP-004,4857,4857,53,78.18,0,94.12,104.46,107.01,Supplier A04,KR,21,Approved,Battery cell,Multi-material,74.0,0.52,0.18,379720.26,359418.0,20302.26000000001,5.648648648648669,0.010912085649577928,True,2025-03,0.4393,False,Multivariate exception
PO-000562,2025-03-07,SUP-019,CMP-008,370,370,6,18.03,1,94.12,104.46,107.01,Supplier A20,DE,12,Approved,High-voltage connector,Copper/Electronics,18.0,0.18,0.1,6671.1,6660.0,11.100000000000364,0.16666666666667052,0.016216216216216217,True,2025-03,0.2334,False,Multivariate exception
PO-004413,2025-03-08,SUP-003,CMP-006,3861,3861,57,28.1,3,94.1,104.5,107.06,Supplier A04,KR,21,Approved,Thermal management plate,Aluminium,28.0,0.16,0.24,108494.1,108108.0,386.1000000000058,0.3571428571428559,0.014763014763014764,False,2025-03,0.4074,False,Multivariate exception
PO-001778,2025-03-08,SUP-017,CMP-004,1089,1089,25,76.53,-1,94.1,104.5,107.06,Supplier A18,PL,19,Approved,Battery cell,Multi-material,74.0,0.52,0.18,83341.17,80586.0,2755.1699999999983,3.418918918918923,0.02295684113865932,True,2025-03,0.6699,False,Multivariate exception
PO-004662,2025-03-09,SUP-042,CMP-004,3023,3023,30,73.13,4,94.07,104.53,107.11,Supplier B17,DE,12,Approved,Battery cell,Multi-material,74.0,0.52,0.18,221071.99,223702.0,-2630.0100000000093,-1.1756756756756803,0.00992391663910023,False,2025-03,0.5723,False,Multivariate exception
PO-004197,2025-03-09,SUP-024,CMP-007,1742,1742,119,41.52,-2,94.07,104.53,107.11,Supplier A25,PT,15,Strategic,Module housing,Aluminium,42.0,0.18,0.26,72327.84000000001,73164.0,-836.1599999999889,-1.1428571428571344,0.06831228473019518,True,2025-03,3.4831,True,High defect rate
PO-003085,2025-03-09,SUP-044,CMP-000,4817,4817,44,29.99,0,94.07,104.53,107.11,Supplier B19,DE,12,Approved,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,144461.83,149327.0,-4865.170000000013,-3.2580645161290334,0.009134315964293128,True,2025-03,0.0,False,Multivariate exception
PO-002874,2025-03-09,SUP-019,CMP-002,4857,4857,50,4.85,4,94.07,104.53,107.11,Supplier A20,DE,12,Approved,Cell casing,Aluminium,4.8,0.22,0.2,23556.449999999997,23313.6,242.84999999999854,1.041666666666674,0.010294420424130122,False,2025-03,0.5723,False,Multivariate exception
PO-002949,2025-03-09,SUP-028,CMP-005,2274,2274,79,123.78,2,94.07,104.53,107.11,Supplier B03,CN,42,Approved,Battery management system,Electronics,118.0,0.08,0.09,281475.72000000003,268332.0,13143.72000000003,4.898305084745758,0.034740545294635,True,2025-03,1.4427,False,Multivariate exception
PO-001138,2025-03-10,SUP-046,CMP-005,5731,5731,142,113.14,-1,94.05,104.56,107.16,Supplier B21,KR,21,Preferred,Battery management system,Electronics,118.0,0.08,0.09,648405.34,676258.0,-27852.660000000033,-4.118644067796606,0.024777525737218635,True,2025-03,0.7675,False,Multivariate exception
PO-004077,2025-03-10,SUP-026,CMP-007,3741,3741,93,45.1,-2,94.05,104.56,107.16,Supplier B01,DE,12,Approved,Module housing,Aluminium,42.0,0.18,0.26,168719.1,157122.0,11597.100000000006,7.380952380952377,0.024859663191659984,True,2025-03,1.0211,False,Multivariate exception
PO-002900,2025-03-10,SUP-007,CMP-000,2441,2441,36,29.25,-3,94.05,104.56,107.16,Supplier A08,DE,12,Strategic,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,71399.25,75671.0,-4271.75,-5.645161290322576,0.014748054076198279,True,2025-03,0.1419,False,Multivariate exception
PO-003425,2025-03-10,SUP-019,CMP-003,2398,2398,44,7.78,2,94.05,104.56,107.16,Supplier A20,DE,12,Approved,Copper busbar,Copper,7.2,0.4,0.11,18656.440000000002,17265.600000000002,1390.8400000000001,8.05555555555555,0.01834862385321101,True,2025-03,0.8621,False,Multivariate exception
PO-001536,2025-03-10,SUP-034,CMP-008,3208,3208,21,17.57,2,94.05,104.56,107.16,Supplier B09,CN,42,Preferred,High-voltage connector,Copper/Electronics,18.0,0.18,0.1,56364.56,57744.0,-1379.4400000000023,-2.388888888888885,0.006546134663341646,True,2025-03,0.1908,False,Multivariate exception
PO-001925,2025-03-11,SUP-019,CMP-006,2512,2512,52,28.83,-3,94.03,104.59,107.21,Supplier A20,DE,12,Approved,Thermal management plate,Aluminium,28.0,0.16,0.24,72420.95999999999,70336.0,2084.959999999992,2.964285714285708,0.020700636942675158,True,2025-03,0.5202,False,Multivariate exception
PO-001380,2025-03-11,SUP-010,CMP-000,1966,1966,22,31.73,0,94.03,104.59,107.21,Supplier A11,DE,12,Approved,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,62381.18,60946.0,1435.1800000000003,2.3548387096774315,0.011190233977619531,True,2025-03,0.0051,False,Multivariate exception
PO-003419,2025-03-11,SUP-007,CMP-006,1901,1901,14,26.73,3,94.03,104.59,107.21,Supplier A08,DE,12,Strategic,Thermal management plate,Aluminium,28.0,0.16,0.24,50813.73,53228.0,-2414.269999999997,-4.535714285714287,0.007364544976328248,False,2025-03,0.3816,False,Multivariate exception
PO-001828,2025-03-11,SUP-049,CMP-005,4258,4258,19,117.85,0,94.03,104.59,107.21,Supplier B24,FI,9,Preferred,Battery management system,Electronics,118.0,0.08,0.09,501805.3,502444.0,-638.7000000000116,-0.12711864406780293,0.004462188821042743,True,2025-03,0.0,False,Multivariate exception
PO-000716,2025-03-12,SUP-025,CMP-005,1796,1796,41,117.97,1,94.01,104.62,107.26,Supplier A26,KR,21,Preferred,Battery management system,Electronics,118.0,0.08,0.09,211874.12,211928.0,-53.88000000000466,-0.025423728813556146,0.022828507795100223,True,2025-03,0.6459,False,Multivariate exception
PO-000149,2025-03-12,SUP-001,CMP-008,2339,2339,7,19.11,1,94.01,104.62,107.26,Supplier A02,PL,19,Preferred,High-voltage connector,Copper/Electronics,18.0,0.18,0.1,44698.29,42102.0,2596.290000000001,6.166666666666654,0.002992731936725096,True,2025-03,0.5076,False,Multivariate exception
PO-003448,2025-03-12,SUP-009,CMP-007,2043,2043,29,42.28,7,94.01,104.62,107.26,Supplier A10,CN,42,Preferred,Module housing,Aluminium,42.0,0.18,0.26,86378.04000000001,85806.0,572.0400000000081,0.6666666666666599,0.014194811551639746,False,2025-03,1.1497,False,Late delivery
PO-000036,2025-03-12,SUP-042,CMP-007,2604,2604,44,42.07,2,94.01,104.62,107.26,Supplier B17,DE,12,Approved,Module housing,Aluminium,42.0,0.18,0.26,109550.28,109368.0,182.27999999999884,0.16666666666667052,0.016897081413210446,True,2025-03,0.3354,False,Multivariate exception
PO-003595,2025-03-12,SUP-006,CMP-004,5891,5891,62,74.81,0,94.01,104.62,107.26,Supplier A07,CN,42,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,440705.71,435934.0,4771.710000000021,1.0945945945946,0.010524528942454592,True,2025-03,0.0,False,Multivariate exception
PO-002777,2025-03-12,SUP-013,CMP-000,1033,1033,24,28.58,3,94.01,104.62,107.26,Supplier A14,CN,42,Approved,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,29523.14,32023.0,-2499.8600000000006,-7.806451612903231,0.023233301064859633,False,2025-03,0.772,False,Multivariate exception
PO-004332,2025-03-13,SUP-006,CMP-002,3360,3360,66,4.74,-1,93.99,104.65,107.31,Supplier A07,CN,42,Preferred,Cell casing,Aluminium,4.8,0.22,0.2,15926.400000000001,16128.0,-201.59999999999854,-1.2499999999999956,0.019642857142857142,True,2025-03,0.4472,False,Multivariate exception
PO-001546,2025-03-13,SUP-029,CMP-003,3603,3603,319,7.66,1,93.99,104.65,107.31,Supplier B04,DE,12,Strategic,Copper busbar,Copper,7.2,0.4,0.11,27598.98,25941.600000000002,1657.3799999999974,6.388888888888888,0.08853733000277547,True,2025-03,4.775,True,High defect rate
PO-004099,2025-03-13,SUP-035,CMP-009,1976,1976,33,13.06,8,93.99,104.65,107.31,Supplier B10,KR,21,Strategic,Pack seal & insulation,Polymers,13.0,0.06,0.14,25806.56,25688.0,118.56000000000131,0.4615384615384688,0.016700404858299597,False,2025-03,1.3612,False,Late delivery
PO-003756,2025-03-14,SUP-028,CMP-000,3222,3222,129,31.1,-2,93.97,104.68,107.36,Supplier B03,CN,42,Approved,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,100204.20000000001,99882.0,322.20000000001164,0.3225806451612856,0.04003724394785847,True,2025-03,1.7194,False,Multivariate exception
